CustomerID,Recency,Frequency,Monetary,AvgOrderValue,PurchaseFrequency,AvgDaysBetweenPurchases,CLV,Predicted_CLV,CLV_Segment,Expected_Return,Profit
12346.0,326,1,77183.6,77183.6,1.0,0.0,77183.6,73570.64539999989,High,14714.129079999979,14614.129079999979
12347.0,2,7,4310.0,23.68131868131868,0.0191256830601092,2.0,4310.0,4308.742199999999,High,861.7484399999998,761.7484399999998
12348.0,75,4,1797.24,57.97548387096774,0.0141342756183745,9.4,1797.24,1797.4815,High,359.4963,259.4963
12349.0,19,1,1757.55,24.07602739726028,1.0,0.0,1757.55,1757.8303999999996,High,351.56607999999994,251.56607999999994
12350.0,310,1,334.40000000000003,19.67058823529412,1.0,0.0,334.40000000000003,334.43410000000057,Low,66.88682000000011,-33.113179999999886
12352.0,36,8,2506.04,29.482823529411764,0.0306513409961685,3.071428571428572,2506.04,2506.344800000002,High,501.26896000000045,401.26896000000045
12353.0,204,1,89.0,22.25,1.0,0.0,89.0,89.11360000000002,Low,17.822720000000004,-82.17728
12354.0,232,1,1079.4,18.610344827586207,1.0,0.0,1079.4,1079.2808999999993,Medium,215.85617999999988,115.85617999999988
12355.0,214,1,459.4,35.338461538461544,1.0,0.0,459.4,458.603,Medium,91.7206,-8.279399999999995
12356.0,23,3,2811.43,47.65135593220339,0.0099009900990099,5.206896551724138,2811.43,2811.011999999997,High,562.2023999999994,462.20239999999944
12357.0,33,1,6207.67,47.38679389312977,1.0,0.0,6207.67,6193.922000000004,High,1238.784400000001,1138.784400000001
12358.0,2,2,1168.06,61.47684210526315,0.0133333333333333,8.277777777777779,1168.06,1168.047599999999,Medium,233.6095199999998,133.6095199999998
12359.0,58,4,6372.58,25.6958870967742,0.0145454545454545,1.105263157894737,6372.58,6374.646700000004,High,1274.9293400000008,1174.9293400000008
12360.0,52,3,2662.06,20.63612403100775,0.0201342281879194,1.15625,2662.06,2661.387899999999,High,532.2775799999998,432.27757999999983
12361.0,287,1,189.9,18.99,1.0,0.0,189.9,190.34219999999996,Low,38.068439999999995,-61.931560000000005
12362.0,3,10,5226.2300000000005,19.64748120300752,0.0341296928327645,1.0830188679245285,5226.2300000000005,5219.596199999997,High,1043.9192399999995,943.9192399999995
12363.0,110,2,552.0,24.0,0.0150375939849624,6.0,552.0,551.6649,Medium,110.33298,10.332980000000006
12364.0,8,4,1313.1,15.448235294117646,0.0380952380952381,1.2261904761904765,1313.1,1314.4885000000002,High,262.89770000000004,162.89770000000004
12365.0,291,2,641.38,29.15363636363636,2.0,0.0,641.38,641.4436999999991,Medium,128.28873999999982,28.28873999999982
12367.0,4,1,168.9,15.354545454545455,1.0,0.0,168.9,168.7728999999998,Low,33.75457999999996,-66.24542000000004
12370.0,51,4,3545.69,21.231676646706585,0.0129032258064516,1.855421686746988,3545.69,3545.612400000001,High,709.1224800000002,609.1224800000002
12371.0,45,2,1887.96,29.96761904761905,0.1333333333333333,0.2258064516129032,1887.96,1887.716,High,377.5432,277.5432
12372.0,72,3,1298.04,24.962307692307693,0.0133333333333333,4.392156862745098,1298.04,1298.1409999999978,High,259.6281999999996,159.6281999999996
12373.0,311,1,364.6,26.042857142857144,1.0,0.0,364.6,364.7953999999999,Low,72.95907999999999,-27.040920000000014
12374.0,25,1,742.9300000000001,22.513030303030305,1.0,0.0,742.9300000000001,742.9641999999996,Medium,148.5928399999999,48.59283999999991
12375.0,11,2,457.5,26.91176470588235,0.0227272727272727,5.4375,457.5,457.7384,Medium,91.54768000000001,-8.452319999999986
12377.0,315,2,1628.12,21.144415584415587,0.05,0.5131578947368421,1628.12,1626.7350000000008,High,325.3470000000002,225.3470000000002
12378.0,130,1,4008.62,18.30420091324201,1.0,0.0,4008.62,4011.583599999996,High,802.3167199999992,702.3167199999992
